Name,Ingredients_List,Ingredients_Names,Procedure,Nutrition_Facts
hot-sour-cabbage-stir-fry,"['4 teaspoons light soy sauce', '1 tablespoon Chinese black vinegar', '2 teaspoons sugar', '1 tablespoon oyster sauce', '1/2 tablespoon cornstarch', '1 tablespoon water', '2 tablespoons canola oil (or vegetable oil)', '4 cloves garlic (smashed and chopped)', '3-6 dried red chilies (deseeded and chopped)', '1 scallion (chopped)', '1 pound napa cabbage (450g, bai cai, stems only, sliced at an angle)', 'Salt (to taste)']","['light soy sauce', 'Chinese black vinegar', 'sugar', 'oyster sauce', 'cornstarch', 'water', 'canola oil', 'garlic', 'dried red chilies', 'scallion', 'napa cabbage', 'Salt']","['Start by making the sauce by mixing together all the sauce ingredients until the sugar is dissolved. In another small bowl, dissolve the cornstarch in 1 tablespoon water to make a slurry. Set aside. (Remember, cornstarch settles quickly, so remember to stir the slurry again before adding it to the dish later).', 'Heat the oil in a wok over medium low heat. Add the garlic, chilies, and scallions, and cook for 1 minute. Add the cabbage and turn up the heat to high. Stir-fry for 2 minutes.', 'Now add the prepared sauce and cook for another minute. Season with salt to taste (though you may not need it, as the soy sauce is pretty salty). Stir in the cornstarch slurry and stir-fry for one more minute, until the sauce is thickened. Serve with steamed rice.']","['4', 'Calories: 105kcal (5%)', 'Carbohydrates: 9g (3%)', 'Protein: 2g (4%)', 'Fat: 7g (11%)', 'Saturated Fat: 1g (5%)', 'Sodium: 470mg (20%)', 'Potassium: 295mg (8%)', 'Fiber: 2g (8%)', 'Sugar: 4g (4%)', 'Vitamin A: 490IU (10%)', 'Vitamin C: 32.1mg (39%)', 'Calcium: 93mg (9%)', 'Iron: 0.5mg (3%)']"
crispy-skin-stuffed-tofu,"['6 ounces shrimp (170g, peeled and deveined)', '1¼ teaspoons salt', '1 teaspoon oil', '½ teaspoon sesame oil', '½ teaspoon Shaoxing wine', '1½ teaspoon cornstarch', 'Fresh ground white pepper', '1 pound soft tofu (450g)', '2 tablespoons cornstarch', '4 cups oil (for frying)', '1 teaspoon sugar', '1 tablespoon light soy sauce', '¼ teaspoon dark soy sauce', '1 tablespoon chopped scallions']","['shrimp', 'salt', 'oil', 'sesame oil', 'Shaoxing wine', 'cornstarch', 'Fresh ground white pepper', 'soft tofu', 'cornstarch', 'oil', 'sugar', 'light soy sauce', 'dark soy sauce', 'chopped scallions']","['Use a cleaver or knife to finely mince the shrimp into a very fine paste. This process entails chopping and then folding the shrimp paste over and onto itself, and continuing to chop until you have a paste. We used this same technique in our Dim Sum Stuffed Pepper recipe. Transfer the shrimp paste to a bowl and add in the rest of the filling ingredients. Mix well until combined.', 'Carefully remove the soft tofu from the carton, draining the excess water. Cut the block in half lengthwise, and cut each half into 5 equal pieces of tofu so you get 10 tofu blocks.', 'Next, position the tofu slices on a plate or sheet pan. Measure out 2 tablespoons of cornstarch onto a small plate. Next, scoop 1 teaspoon of the filling with a measuring spoon and dip the open end of the spoon onto the cornstarch to coat it. Place a teaspoon of filling onto the middle of each tofu block cornstarch side down. This cornstarch will “glue” the filling onto the tofu. Repeat another 9 times for the other tofu pieces.', 'Once all the filling is in place, pour the remaining cornstarch into a sieve, and carefully sift the rest evenly over the stuffed tofu. This will give you an extra crispy top-coating.', 'Heat 4 cups of oil in a wok or small pot to 375 degrees. While you’re waiting for the oil to heat up, mix the ingredients for the dipping sauce in a small bowl and set aside.', 'Use a metal spatula to carefully pick up a block of tofu and slide it into the oil. You can fry them a few at a time, but make sure the oil temperature remains constant. Fry them until golden brown, moving them gently as needed to cook evenly, 2 to 4 minutes. When cooked through, remove them with a slotted spoon or metal spatula to drain on a plate lined with paper towels. You can sprinkle a bit of salt on top if you like, or simply enjoy them with the dipping sauce. Don’t salt the tofu before frying, or it will crack open, and you’ll have a bit of a mess on your hands.', 'Transfer to a serving plate and serve with the sauce on the side!']","['4', 'Calories: 268kcal (13%)', 'Carbohydrates: 9g (3%)', 'Protein: 15g (30%)', 'Fat: 19g (29%)', 'Saturated Fat: 2g (10%)', 'Cholesterol: 107mg (36%)', 'Sodium: 936mg (39%)', 'Potassium: 248mg (7%)', 'Fiber: 1g (4%)', 'Sugar: 3g (3%)', 'Vitamin A: 15IU', 'Vitamin C: 2.1mg (3%)', 'Calcium: 97mg (10%)', 'Iron: 1.9mg (11%)']"
thanksgiving-leftovers-recipe,"['2 sheets puff pastry (thawed)', '1/2 cup gravy', '½ cup mashed potatoes', '1/2 cup stuffing', '1/4 cup cranberry sauce', '1 cup diced turkey', '1 cup shredded cheese (cheddar, gruyere, manchego, etc.)', '1 egg (beaten with 1 tablespoon water)']","['puff pastry', 'gravy', 'mashed potatoes', 'stuffing', 'cranberry sauce', 'diced turkey', 'shredded cheese', 'egg']","['Preheat oven to 425 degrees F. Unfold each puff pastry sheet on a clean, lightly floured surface, and roll it out gently with a rolling pin to flatten the seams. Cut each sheet into 4 equal squares, so that you have 8 squares total.', 'In the center of each square, add about a tablespoon of gravy, a tablespoon of leftover mashed potatoes, a tablespoon of stuffing, a dollop of cranberry sauce, some diced turkey, and a sprinkle of cheese. Fold the corners over the seal lightly, and brush lightly with egg wash. Bake for 15 minutes, until golden brown.']","['8', 'Calories: 461kcal (23%)', 'Carbohydrates: 38g (13%)', 'Protein: 13g (26%)', 'Fat: 29g (45%)', 'Saturated Fat: 8g (40%)', 'Cholesterol: 44mg (15%)', 'Sodium: 402mg (17%)', 'Potassium: 147mg (4%)', 'Fiber: 2g (8%)', 'Sugar: 5g (6%)', 'Vitamin A: 165IU (3%)', 'Vitamin C: 3.2mg (4%)', 'Calcium: 86mg (9%)', 'Iron: 2.1mg (12%)']"
pumpkin-mochi-pumpkin-filling,"['4 tablespoons butter (57g)', '29 oz. can pumpkin puree (820g, divided: 2 cups + 1 1/2 cups)', '1/3 cup granulated sugar (70g)', '1/2 teaspoon cinnamon', '2 1/2 cups sweet rice flour (375g)', '3 tablespoons cornstarch', '1/2 cup caster sugar (115g)', '15 whole cloves']","['butter', 'can pumpkin puree', 'granulated sugar', 'cinnamon', 'sweet rice flour', 'cornstarch', 'caster sugar', 'whole cloves']","['Start by making the filling. Melt the butter in a medium skillet over medium heat. Add 2 cups pumpkin puree, 1/3 cup granulated sugar, and 1/2 teaspoon cinnamon. Stir often and cook until the mixture darkens and comes together into a thick paste. This process will take about 30 minutes. Cool completely.', 'Then you can make the dough. While the filling cools, sift together the sweet rice flour, cornstarch, and caster sugar in a mixing bowl. Add the remaining 1 1/2 cups pumpkin puree and mix to form a smooth dough. The dough should be pliable. If it cracks when handling, it is too dry. Add a couple drops of water. If the dough is too wet, add more sweet rice flour.', 'Divide the dough into 15 equal pieces and roll them into balls. Cover with a damp paper towel. Once the filling is cooled, also divide it into 15 equal pieces and roll individually into balls.', 'To assemble, rub a couple drops of water into your palms to make the dough easier to handle. Take a dough ball, flatten it into a 3” circle, and add a ball of filling in the middle. Close the dough over the filling and roll into a smooth ball. Press the ball down lightly so it’s shaped almost like a flat pumpkin. Then use a toothpick to press a pattern of outer lines into your pumpkin shape. Top with a clove as your pumpkin’s “stem.”', 'Prepare your steamer with cold water and line the rack with cheese cloth. Place the mini pumpkins on the steamer rack 2 inches apart. Start with cold water and steam for 10-12 minutes using high heat. The cooked pumpkins should look somewhat translucent.']","['15', 'Calories: 192kcal (10%)', 'Carbohydrates: 38g (13%)', 'Protein: 2g (4%)', 'Fat: 4g (6%)', 'Saturated Fat: 2g (10%)', 'Cholesterol: 8mg (3%)', 'Sodium: 3mg', 'Potassium: 133mg (4%)', 'Fiber: 2g (8%)', 'Sugar: 13g (14%)', 'Vitamin A: 8623IU (172%)', 'Vitamin C: 2mg (2%)', 'Calcium: 18mg (2%)', 'Iron: 1mg (6%)']"
turkey-ramen,"['1 leftover turkey carcass (plus any leftover vegetables from your roasting pan)', '6 scallions (divided)', '8 slices ginger', '6 dried shiitake mushrooms', '16 cups water', '4 eggs', '4 oz. bacon', '22 ounces fresh ramen noodles (4 portions)', '2 cups leftover turkey (shredded)']","['leftover turkey carcass', 'scallions', 'ginger', 'dried shiitake mushrooms', 'water', 'eggs', 'bacon', 'fresh ramen noodles', 'leftover turkey']","['Remove most of the meat that’s left from your turkey carcass, shred, and set aside. Put the carcass and the leftover vegetable from your roasting pan in a large stockpot along with 3 scallions, ginger slices, shiitake mushrooms, and water. Bring to a boil, and lower the heat to a simmer. Simmer for 3 hours. Our turkey was about 13 lbs and we used 14 cups to make this stock. Depend on the size of your bird, adjust the water accordingly.', 'Meanwhile, prepare your eggs and bacon. Put the eggs in a small saucepan and cover with cold water (the water should cover the eggs by about an inch). Bring to a boil. Once the water’s boiling, immediately remove the pot from the heat and let sit for 4 minutes. Transfer the eggs to an ice bath to cool. Cook the bacon in a pan until crisp. Drain on paper towels, chop, and set aside. Also take the time to chop the 3 remaining scallions.', 'Once the broth is done simmering, prepare the fresh noodles according to the package directions. Divide the noodles among 4 bowls and cover with broth. To each bowl, add some shredded turkey, chopped scallions, chopped bacon, and an egg. Serve.']","['4', 'Calories: 721kcal (36%)', 'Carbohydrates: 65g (22%)', 'Protein: 50g (100%)', 'Fat: 38g (58%)', 'Saturated Fat: 14g (70%)', 'Cholesterol: 259mg (86%)', 'Potassium: 1033mg (30%)', 'Fiber: 3g (12%)', 'Sugar: 3g (3%)', 'Vitamin A: 445IU (9%)', 'Vitamin C: 3.6mg (4%)', 'Calcium: 96mg (10%)', 'Iron: 6.6mg (37%)']"
chocolate-cake-recipe,"['2 tablespoons unsalted butter (for greasing the pans)', '1 3/4 cups all-purpose flour (plus more for pans)', '2 cups sugar', ""3/4 cups cocoa powder (Hershey's Special Dark is especially good for this recipe!)"", '2 teaspoons baking soda', '1 teaspoon baking powder', '1 teaspoon salt', ""1 cup buttermilk (shaken; If you don't have buttermilk, feel free to substitute 1 cup milk plus 1 tablespoon distilled white vinegar or lemon juice. I've gotten great results creating this substitution with skim milk, 2%, whole, or even half and half!)"", '1/2 cup vegetable oil', '2 extra large eggs (at room temperature)', '1 teaspoon vanilla', '1 cup freshly brewed hot coffee (the stronger the better)', '6 ounces semisweet or bittersweet chocolate (baking chocolate or chocolate chips are both fine)', '2 sticks unsalted butter (at room temperature)', '1 extra large egg yolk (at room temperature)', '1 teaspoon vanilla', '1 1/4 cups confectioners’ sugar', '1 tablespoon instant coffee powder (optional)']","['unsalted butter', 'all-purpose flour', 'sugar', 'cocoa powder', 'baking soda', 'baking powder', 'salt', 'buttermilk', 'vegetable oil', 'extra large eggs', 'vanilla', 'freshly brewed hot coffee', 'semisweet or bittersweet chocolate', 'unsalted butter', 'extra large egg yolk', 'vanilla', 'confectioners’ sugar', 'instant coffee powder']","['Preheat the oven to 350 degrees and butter two 8-inch round cake pans. Grab some parchment paper and trace two outlines of the cake pan. Cut out the outlines (Perfect circles, voilá!) and place a sheet of parchment into each of your pans. Then butter and flour the pans again with the parchment paper in the bottom.', 'Sift the flour, sugar, cocoa, baking soda, baking powder, and salt into the bowl of an electric mixer fitted with a paddle attachment, and mix on low speed until combined. In a separate bowl or large measuring cup, combine the buttermilk, oil, eggs, and vanilla. With the mixer on low speed, slowly add the wet ingredients to the dry ingredients.', 'Now grab your brewed coffee, and with the mixer still on low, slowly add the coffee. Mix just to combine, scraping the bottom of the bowl with a spatula to make sure everything’s thoroughly mixed. The resulting batter will be quite thin.', 'Divide the batter evenly between the two pans and bake for 35 to 40 minutes, until a toothpick comes out clean. Let the cakes cool in the pans for 30 minutes, and then (carefully) turn them out onto a cooling rack to cool completely. If you didn’t use the parchment paper, definitely grab a butter knife to loosen the cakes first. The moist crumb makes these guys pretty delicate.', 'While the cakes are cooling, prepare your chocolate frosting.', 'Measure out your chocolate (if using bars, chop into pieces first) and place in a heat-proof bowl set over a small pot of simmering water. Stir until just melted and set aside until cooled to room temperature. Another cheat—it can be a little warm. Your frosting will be safe.', 'While that’s happening, use your electric mixer + paddle attachment to beat 2 sticks of butter on medium-high speed until light yellow and fluffy, about 3 minutes. Add the egg yolk and vanilla and continue beating for 3 minutes.', 'With the mixer on low, gradually add the confectioners’ sugar. The original recipe says to sift it—but really, just beat the frosting a little longer to get rid of any clumps! Continue to beat at medium speed, scraping down the bowl as necessary, until the frosting is smooth and creamy. Then add in the chocolate and beat until combined. Be careful not to over-whip the frosting.', 'At this point, you can dissolve the instant coffee powder in 2 teaspoons of hot water, and add it into the frosting. This step is optional.', 'Now, to frost the cake! Place the first cake layer on a flat plate or cake pedestal. Ina says flat side up. I say whichever the less mauled side is should be facing up. With a butter knife or offset spatula, spread with frosting—a little more than a ¼-inch thick. Carefully place the second layer on top, and spread the frosting evenly on the top and sides of the cake.']","['12', 'Calories: 592kcal (30%)', 'Carbohydrates: 72g (24%)', 'Protein: 6g (12%)', 'Fat: 33g (51%)', 'Saturated Fat: 22g (110%)', 'Cholesterol: 90mg (30%)', 'Sodium: 423mg (18%)', 'Potassium: 282mg (8%)', 'Fiber: 3g (12%)', 'Sugar: 52g (58%)', 'Vitamin A: 600IU (12%)', 'Calcium: 66mg (7%)', 'Iron: 2.7mg (15%)']"
buffalo-chicken-potstickers,"['4 tablespoons oil (divided)', '1 medium onion (finely chopped)', '2 stalks celery (finely chopped)', '1 pound ground chicken (450g)', '1/2 cup Frank’s hot sauce (120 ml, add more or less depending on your spice tolerance)', '2 cups shredded cheddar cheese', 'salt and pepper', '48 dumpling wrappers (round wrappers)', '1/4 cup blue cheese (30g, crumbled)', '1 green onion (finely chopped)', '1/2 cup sour cream or greek yogurt (120g)']","['oil', 'medium onion', 'celery', 'ground chicken', 'Frank’s hot sauce', 'shredded cheddar cheese', 'salt and pepper', 'dumpling wrappers', 'blue cheese', 'green onion', 'sour cream or greek yogurt']","['Heat pan over medium heat and add 2 tablespoons oil. Cook the onions and celery until translucent and transfer to a mixing bowl, along with the ground chicken, hot sauce, cheese, and salt and pepper to taste.', 'Wet the edges of each dumpling wrapper with water, add about 2 teaspoons of filling in the center, and fold in half. You can also pleat them as shown in this post.', 'Heat 2 tablespoons oil in a cast iron or nonstick pan over medium to medium high heat and add the potstickers. When they’re golden brown on the bottom, add 1/3 cup water to the pan. Cover and steam the potstickers until the water is evaporated.', 'While that’s going, mix the blue cheese and the chopped green onion with the sour cream or yogurt. Season with salt and pepper to taste. Serve the dumplings along with the blue cheese sauce.']","['8', 'Calories: 440kcal (22%)', 'Carbohydrates: 29g (10%)', 'Protein: 23g (46%)', 'Fat: 26g (40%)', 'Saturated Fat: 10g (50%)', 'Cholesterol: 93mg (31%)', 'Sodium: 942mg (39%)', 'Potassium: 459mg (13%)', 'Fiber: 1g (4%)', 'Sugar: 2g (2%)', 'Vitamin A: 495IU (10%)', 'Vitamin C: 13mg (16%)', 'Calcium: 273mg (27%)', 'Iron: 2.3mg (13%)']"
yan-du-xian,"['1 pound fresh pork belly (or 2 pounds pork ribs, cut into 1” x 1” chunks)', '1 pound salted pork (cut into 1” x 1” chunks, mine was homemade, and therefore not too salty; if you’re using store-bought, you may want to use slightly less)*', '14 cups water', '4 slices ginger', '1 pound frozen bamboo shoots (or fresh winter bamboo, when in season, cut into bite-sized pieces)', '1 package tofu skin knots', 'Salt (to taste; but it’s likely that you won’t need it)', '1 scallion (finely chopped)']","['fresh pork belly', 'salted pork', 'water', 'ginger', 'frozen bamboo shoots', 'tofu skin knots', 'Salt', 'scallion']","['Boil a large pot of water. While you’re waiting for the water to boil, wash and cut all the meats. Blanch them all at once in the boiling water. Drain and set aside.', 'In a large soup pot, add 14 cups water, ginger, and all the blanched meats. Bring everything to a boil, and immediately turn the heat to down to a simmer. Let the soup simmer for 90 minutes.', 'After 90 minutes, add the bamboo shoots. Bring the soup to a boil, and then simmer for an additional 30 minutes.', 'Now add the tofu skin knots. Bring the entire thing to a boil, and simmer for another 20 minutes. Salt to taste, sprinkle with chopped scallions, and it’s ready to serve!']","['12', 'Calories: 466kcal (23%)', 'Carbohydrates: 17g (6%)', 'Protein: 16g (32%)', 'Fat: 52g (80%)', 'Saturated Fat: 19g (95%)', 'Cholesterol: 60mg (20%)', 'Sodium: 1112mg (46%)', 'Potassium: 362mg (10%)', 'Fiber: 2g (8%)', 'Sugar: 3g (3%)', 'Vitamin A: 15IU', 'Vitamin C: 4mg (5%)', 'Calcium: 52mg (5%)', 'Iron: 2.1mg (12%)']"
glazed-pumpkin-scones,"['2 ¼ cups all-purpose flour', '1/4 cup sugar', '1 ½ tablespoons baking powder', '1/2 teaspoon salt', '1 teaspoon ground cinnamon', '1 teaspoon ground nutmeg', '1/2 teaspoon ground cloves', '1/2 teaspoon ground ginger', '6 tablespoons cold butter', '1/2 cup canned pumpkin', '1/4 cup half and half', '1 large egg', '3/4 cup powdered sugar', '1 tablespoon milk', '½ teaspoon vanilla', '1/2 cup powdered sugar', '2 teaspoons whole milk', '1 teaspoon canned pumpkin', '1/8 teaspoon ground cinnamon', '1/8 teaspoon ground nutmeg', '1/8 teaspoon ground cloves', '1/8 teaspoon ground ginger']","['all-purpose flour', 'sugar', 'baking powder', 'salt', 'ground cinnamon', 'ground nutmeg', 'ground cloves', 'ground ginger', 'cold butter', 'canned pumpkin', 'half and half', 'large egg', 'powdered sugar', 'milk', 'vanilla', 'powdered sugar', 'whole milk', 'canned pumpkin', 'ground cinnamon', 'ground nutmeg', 'ground cloves', 'ground ginger']","['Preheat oven to 425 degrees F. Combine the flour, sugar, baking powder, salt, and spices in a mixing bowl. Using a pastry cutter or two butter knives, cut in the butter until the mixture resembles coarse crumbs. You can also do this in a food processor.', 'In a separate bowl, thoroughly combine the pumpkin, half and half, and egg. Fold the wet ingredients into the dry just until a rough dough is formed. Turn out onto a piece of parchment paper and form into a disc about 1-inch thick and 8 to 9 inches in diameter. If the dough is sticky, sprinkle with a bit of flour.', 'Cut the circle into 8 equal wedges and transfer to an ungreased baking sheet. Bake for 12-13 minutes, and cool completely.', 'To make the glazes, simply mix together all the ingredients for each type until smooth. When scones are completely cooled, dip them into the white glaze and set aside to let the glaze set. Once the white glaze sets, drizzle the spiced glaze over the top. You can simply use a spoon or pipe the glaze on.']","['8', 'Calories: 331kcal (17%)', 'Carbohydrates: 55g (18%)', 'Protein: 5g (10%)', 'Fat: 11g (17%)', 'Saturated Fat: 6g (30%)', 'Cholesterol: 46mg (15%)', 'Sodium: 237mg (10%)', 'Potassium: 314mg (9%)', 'Fiber: 2g (8%)', 'Sugar: 26g (29%)', 'Vitamin A: 2798IU (56%)', 'Vitamin C: 1mg (1%)', 'Calcium: 126mg (13%)', 'Iron: 2mg (11%)']"
braised-pork-belly-dong-po-rou,"['2 pound slab of pork belly (900g)', '3 bunches scallions (washed and cut in half lengthwise)', '8 slices ginger', '2 cups Shaoxing wine', '2/3 cup light soy sauce', '2 1/2 tablespoons dark soy sauce', '4 – 5 oz. rock sugar (depending on desired level of sweetness)']","['slab of pork belly', 'bunches scallions', 'ginger', 'Shaoxing wine', 'light soy sauce', 'dark soy sauce', 'rock sugar']","['Wash the pork belly as a whole piece. Blanch it whole in boiling water for one minute and drain. This process gets rid of any impurities and also allows you to more easily cut the pork belly into same-size pieces. Cut the pork into 3 x 3 inch pieces. You can also make them 2 x 2 inches if you like them smaller. Set aside.', 'In a medium clay pot (preferably) or a medium (4-quart) regular pot, lay the scallions on the bottom in a thick, even layer. The scallions should cover the entire bottom of the pot. Space the ginger slices evenly over the scallions.', 'Next lay the pork belly skin-side down on top of the ginger and scallions. Pour over the Shaoxing wine, light soy sauce, and dark soy sauce. Add the rock sugar to the pot as well.', 'Now cover the pot and place it over medium high heat. Once the liquid in the pot comes to a boil, immediately turn down the heat to low and simmer for 90 minutes. No need to stir.', 'After 90 minutes, you have 2 choices:', 'Turn the pork belly skin-side up in the pot, cover, and let simmer for another 90 minutes. With the heat at the lowest setting, there should be plenty of liquid in the pot to cook the pork through the entire process––no need to add additional liquid.', 'Transfer the pork to a heat-proof plate, skin-side up (I used the small clay pots you see in the photos). Drizzle with some of the braising liquid, and place in a steamer for another 90 minutes.', 'Both methods should yield tender, delicious results! When serving, transfer the pork pieces to a plate. At this point, you can heat the braising liquid in a saucepan to reduce the sauce and drizzle it over the pork.']","['8', 'Calories: 590kcal (30%)', 'Carbohydrates: 17g (6%)', 'Protein: 12g (24%)', 'Fat: 60g (92%)', 'Saturated Fat: 22g (110%)', 'Cholesterol: 82mg (27%)', 'Sodium: 489mg (20%)', 'Potassium: 281mg (8%)', 'Fiber: 1g (4%)', 'Sugar: 15g (17%)', 'Vitamin A: 160IU (3%)', 'Vitamin C: 3.1mg (4%)', 'Calcium: 16mg (2%)', 'Iron: 1mg (6%)']"
spicy-chicken-stir-fry,"['12 oz. chicken breast (sliced into ¼-inch thick pieces)', '2 tablespoons water', '1 tablespoon cornstarch', '1 teaspoon oil', '½ teaspoon sesame oil', '2 tablespoons oil', '1 teaspoon ginger (minced)', '2 teaspoons garlic (minced)', '2 scallions (sliced at an angle into 2-inch pieces)', '½ cup bamboo shoots', '1 tablespoon Shaoxing wine', '2 tablespoons Sacha sauce (Chinese BBQ sauce)', '1 tablespoon soy sauce', '1 tablespoon sugar', '1 tablespoon chili oil (preferably with a good mix of both oil and toasted pepper flakes)', '1/3 cup chicken stock', '½ teaspoon light soy sauce', '½ teaspoon cornstarch (plus just enough water to make a slurry, optional)']","['chicken breast', 'water', 'cornstarch', 'oil', 'sesame oil', 'oil', 'ginger', 'garlic', 'scallions', 'bamboo shoots', 'Shaoxing wine', 'Sacha sauce', 'soy sauce', 'sugar', 'chili oil', 'chicken stock', 'light soy sauce', 'cornstarch']","['Add the chicken to a bowl, along with 2 tablespoons water. Use your hands to massage the water into the chicken until it is absorbed. Add the rest of the marinade ingredients to the chicken, mix well and set aside.', 'Heat your wok until almost smoking, and add 1 tablespoon of oil. Spread the chicken one layer deep, and let sear for about 20 seconds. Turn the chicken and let the other side sear for another 20 seconds. Then, immediately transfer back into the marinade bowl.', 'Add another tablespoon of oil and ginger to the wok, and let caramelize for 10 seconds. Working quickly, stir in the garlic and scallions. After 15 seconds, add the seared chicken (and any juices from the bowl), and the bamboo shoots.', 'The wok should be on the highest heat and should be searing hot for this next step. Pour the tablespoon of Shaoxing wine around the wok and quickly add the Sacha sauce, soy sauce, sugar, and chili oil. It’s a good idea to combine all these ingredients in a bowl before you turn on your stove, so that you’re not fumbling with jars and bottles while cooking. Note: If this sounds too spicy for you, you can add chili oil to taste rather than the entire amount called for.', 'Stir-fry everything to combine—at this point, it’s a glistening, spicy, delicious party. The sauces should combine nicely and the cornstarch from the chicken marinade should thicken the sauce slightly. Add a tablespoon of chicken stock if the sauce is too thick. If you like a lot of sauce, add in the optional auxiliary sauce kicker ingredients at this point, and stir fry for another 20 seconds. Plate and serve over rice!']","['4', 'Calories: 243kcal (12%)', 'Carbohydrates: 7g (2%)', 'Protein: 20g (40%)', 'Fat: 14g (22%)', 'Saturated Fat: 2g (10%)', 'Cholesterol: 54mg (18%)', 'Sodium: 401mg (17%)', 'Potassium: 373mg (11%)', 'Fiber: 1g (4%)', 'Sugar: 4g (4%)', 'Vitamin A: 85IU (2%)', 'Vitamin C: 2.8mg (3%)', 'Calcium: 11mg (1%)', 'Iron: 0.6mg (3%)']"
ma-la-xiang-guo,"['3 celery stalks (thinly sliced)', '2 carrots (thinly sliced)', '2 potatoes (sliced)', '2 cups rehydrated wood-ear mushrooms (rinsed and drained)', '3 long pieces of rehydrated tofu bean threads (Fǔzhú, drained)', '4-6 shiitake (rehydrated if using dried shiitake mushrooms, washed and sliced)', 'a handful of sliced lotus root', '1/3 cup oil (80 ml)', '3 star anise', '2 tablespoons Sichuan peppercorn', '1 tablespoon fennel seeds', '1 black cardamom', '1 cinnamon stick', '3 bay leaves', '1 whole nutmeg', '1 large dried orange peel', '2 pieces dried ginger (or 5 slices of fresh ginger)', '1/4 cup dried red chili peppers (keep them whole to avoid the dish being too hot)', '2 tablespoons spicy red bean sauce', '2 tablespoons hot pot soup base sauce', '6 slices ginger', '8 cloves garlic (smashed)', '3 shallots (sliced)', '1 cup dried red chili peppers (keep them whole to avoid the dish being too hot)', '3 scallions (chopped)', '1/4 head cabbage (sliced)', '7 oz. pack fish balls (200g, optional)', '2 tablespoons Shaoxing wine', '1 tablespoon sugar', 'Salt to taste', 'a handful of chopped cilantro']","['celery stalks', 'carrots', 'potatoes', 'rehydrated wood-ear mushrooms', 'long pieces of rehydrated tofu bean threads', 'shiitake', 'a handful of sliced lotus root', 'oil', 'star anise', 'Sichuan peppercorn', 'fennel seeds', 'black cardamom', 'cinnamon stick', 'bay leaves', 'whole nutmeg', 'large dried orange peel', 'dried ginger', 'dried red chili peppers', 'spicy red bean sauce', 'hot pot soup base sauce', 'ginger', 'garlic', 'shallots', 'dried red chili peppers', 'scallions', 'head cabbage', 'pack fish balls', 'Shaoxing wine', 'sugar', 'Salt to taste', 'a handful of chopped cilantro']","['First, bring a pot of water to a boil, and blanch all the vegetables (potatoes and carrots will take slightly more time), then transfer to an ice bath. Drain thoroughly and set aside.', 'Heat the oil in a wok over low heat, add all the spices, and let them infuse for 20 minutes, until all the spices start to brown. Turn off the heat, and use a slotted spoon to scoop out all of the spices, keep the oil in the wok.', 'Turn the heat back on low to medium, add in the hot bean sauce, hot pot soup base sauce, ginger, garlic, and shallots. Cook for a couple of minutes until the oil turns red, taking care not to burn the sauce. ', 'Now add in the dried chili peppers, scallions, and cabbage. Stir and mix everything for 2 minutes. ', 'Stir in the fish balls and all the blanched vegetables, adding in the shaoxing rice wine and sugar. Stir-fry and mix everything well for two minutes. Salt to taste. Transfer to a serving plate (or serve right from the wok), and sprinkle with chopped cilantro. Serve with plenty of steamed rice.']","['6', 'Calories: 361kcal (18%)', 'Carbohydrates: 43g (14%)', 'Protein: 10g (20%)', 'Fat: 18g (28%)', 'Saturated Fat: 2g (10%)', 'Sodium: 173mg (7%)', 'Potassium: 809mg (23%)', 'Fiber: 9g (36%)', 'Sugar: 9g (10%)', 'Vitamin A: 3545IU (71%)', 'Vitamin C: 39.1mg (47%)', 'Calcium: 138mg (14%)', 'Iron: 5.2mg (29%)']"
